SA1_internal_2021	MotorVehicles.min	occupied_private_dwellings
57134	4	5
57135		4
57135	0	3
57135	1	39
57135	2	67
57135	3	25
57135	4	11
57136	1	34
57136	2	60
57136	3	16
57136	4	12
57138	1	6
57138	2	19
57138	3	6
57139	2	3
57139	3	3
57140	1	30
57140	2	44
57140	3	19
57140	4	8
57141		6
57141	1	44
57141	2	59
57141	3	19
57141	4	8
57142		5
57142	1	25
57142	2	43
57142	3	8
57142	4	8
57143	0	3
57143	1	33
57143	2	28
57143	3	22
57143	4	12
57144	1	35
57144	2	36
57144	3	25
57144	4	10
57145	1	45
57145	2	51
57145	3	21
57145	4	5
57146	1	35
57146	2	49
57146	3	13
57146	4	6
57147	0	3
57147	1	45
57147	2	62
57147	3	23
57147	4	7
57148		5
57148	0	3
57148	1	37
57148	2	82
57148	3	23
57148	4	12
57149	1	11
57149	2	42
57149	3	18
57149	4	5
57150		6
57150	0	4
57150	1	29
57150	2	32
57150	3	10
57150	4	5
57151	1	15
57151	2	44
57151	3	30
57151	4	9
57152	1	37
57152	2	89
57152	3	27
57152	4	11
57153		5
57153	1	36
57153	2	57
57153	3	24
57153	4	13
57154	1	30
57154	2	51
57154	3	21
57154	4	26
57156	0	12
57156	1	46
57156	2	40
57156	3	14
57156	4	9
57157		8
57157	0	13
57157	1	191
57157	2	90
57157	3	12
57157	4	7
57158		4
57158	0	6
57158	1	55
57158	2	56
57158	3	16
57158	4	15
57159		13
57159	0	44
57159	1	123
57159	2	10
57159	3	3
57160		4
57160	0	18
57160	1	146
57160	2	114
57160	3	25
57160	4	13
57161		6
57161	0	21
57161	1	133
57161	2	126
57161	3	14
57161	4	10
57162		5
57162	0	18
57162	1	91
57162	2	52
57162	3	17
57162	4	5
57163	0	12
57163	1	112
57163	2	95
57163	3	23
57163	4	12
57164		11
57164	0	96
57164	1	267
57164	2	24
57164	3	3
57164	4	3
57165	0	5
57165	1	67
57165	2	43
57165	3	18
57165	4	5
57166	0	12
57166	1	63
57166	2	50
57166	3	30
57166	4	7
57167		4
57167	0	38
57167	1	150
57167	2	71
57167	3	18
57167	4	14
57168		3
57168	0	7
57168	1	64
57168	2	71
57168	3	24
57168	4	15
57169		10
57169	0	73
57169	1	210
57169	2	30
57169	3	9
57169	4	5
57171		8
57171	0	37
57171	1	119
57171	2	75
57171	3	24
57171	4	10
57173	0	5
57173	1	49
57173	2	38
57173	3	11
57173	4	10
57174	0	11
57174	1	70
57174	2	97
57174	3	29
57174	4	14
57175		7
57175	0	22
57175	1	82
57175	2	42
57175	3	12
57175	4	17
57176		4
57176	0	11
57176	1	48
57176	2	8
57176	3	8
57177	0	6
57177	1	53
57177	2	50
57177	3	27
57177	4	10
57178		3
57178	0	4
57178	1	128
57178	2	114
57178	3	20
57178	4	15
57179	0	23
57179	1	72
57179	2	50
57179	3	24
57179	4	8
57180	0	16
57180	1	74
57180	2	53
57180	3	15
57180	4	4
57181	0	5
57181	1	50
57181	2	62
57181	3	25
57181	4	9
57182		5
57182	0	19
57182	1	124
57182	2	64
57182	3	13
57182	4	4
57183	0	17
57183	1	70
57183	2	94
57183	3	30
57183	4	15
57184		7
57184	0	16
57184	1	107
57184	2	81
57184	3	19
57184	4	10
57185	1	9
57185	2	5
57186	0	11
57186	1	62
57186	2	44
57186	3	15
57186	4	17
57187	0	3
57187	1	89
57187	2	104
57187	3	33
57187	4	11
57188		5
57188	0	9
57188	1	63
57188	2	57
57188	3	24
57188	4	9
57189		9
57189	0	13
57189	1	83
57189	2	37
57189	3	7
57189	4	5
57190		4
57190	0	23
57190	1	155
57190	2	38
57190	3	3
57191	0	10
57191	1	55
57191	2	47
57191	3	11
57191	4	8
57192		3
57192	0	3
57192	1	50
57192	2	47
57192	3	17
57192	4	9
57195	0	6
57195	1	94
57195	2	72
57195	3	30
57195	4	9
57196	0	3
57196	1	70
57196	2	81
57196	3	40
57196	4	14
57197	0	3
57197	1	78
57197	2	80
57197	3	20
57197	4	17
57198		4
57198	0	7
57198	1	44
57198	2	83
57198	3	23
57198	4	9
57199		3
57199	0	14
57199	1	40
57199	2	38
57199	3	24
57199	4	5
57200	0	3
57200	1	39
57200	2	54
57200	3	19
57200	4	17
57201		3
57201	0	14
57201	1	91
57201	2	101
57201	3	29
57201	4	20
57202		6
57202	0	11
57202	1	87
57202	2	92
57202	3	40
57202	4	13
57203	0	9
57203	1	91
57203	2	83
57203	3	25
57203	4	11
57204		5
57204	0	4
57204	1	53
57204	2	52
57204	3	26
57204	4	8
57205		3
57205	0	6
57205	1	73
57205	2	68
57205	3	41
57205	4	17
57206		3
57206	0	35
57206	1	128
57206	2	62
57206	3	7
57206	4	8
57207		7
57207	0	38
57207	1	107
57207	2	52
57207	3	15
57207	4	9
57208	0	4
57208	1	44
57208	2	58
57208	3	25
57208	4	17
57209		4
57209	0	5
57209	1	50
57209	2	95
57209	3	35
57209	4	11
57210		5
57210	0	3
57210	1	21
57210	2	38
57210	3	7
57210	4	8
57211	0	3
57211	1	65
57211	2	63
57211	3	31
57211	4	9
57212		8
57212	0	8
57212	1	38
57212	2	64
57212	3	22
57213		3
57213	0	7
57213	1	72
57213	2	42
57213	3	16
57213	4	4
57214	0	4
57214	1	40
57214	2	38
57214	3	19
57214	4	11
57215		4
57215	0	17
57215	1	68
57215	2	50
57215	3	18
57215	4	9
57216	0	4
57216	1	54
57216	2	70
57216	3	18
57216	4	7
57217	0	25
57217	1	94
57217	2	43
57217	3	12
57217	4	5
57218	0	3
57218	1	52
57218	2	54
57218	3	14
57218	4	5
57219		6
57219	0	18
57219	1	113
57219	2	86
57219	3	20
57219	4	14
57220		3
57220	1	33
57220	2	58
57220	3	14
57220	4	4
57221		3
57221	1	29
57221	2	34
57221	3	13
57221	4	5
57222	1	34
57222	2	55
57222	3	15
57222	4	6
57223	1	36
57223	2	48
57223	3	19
57223	4	12
57224	0	5
57224	1	39
57224	2	46
57224	3	23
57224	4	17
57225	0	4
57225	1	54
57225	2	97
57225	3	36
57225	4	15
57226	1	35
57226	2	63
57226	3	28
57226	4	20
57227		6
57227	0	4
57227	1	27
57227	2	50
57227	3	23
57227	4	10
57228	1	39
57228	2	43
57228	3	34
57228	4	19
57229	1	16
57229	2	43
57229	3	18
57229	4	21
57230	0	3
57230	1	35
57230	2	75
57230	3	26
57230	4	22
57231	1	26
57231	2	70
57231	3	29
57231	4	18
57232	1	29
57232	2	49
57232	3	25
57232	4	6
57233		5
57233	1	29
57233	2	93
57233	3	45
57233	4	17
57234	1	41
57234	2	56
57234	3	15
57234	4	16
57235		6
57235	0	3
57235	1	37
57235	2	122
57235	3	52
57235	4	30
57236	1	24
57236	2	48
57236	3	17
57236	4	12
57237	1	25
57237	2	82
57237	3	52
57237	4	18
57238	1	31
57238	2	57
57238	3	32
57238	4	20
57239	1	52
57239	2	80
57239	3	27
57239	4	26
57240	1	24
57240	2	72
57240	3	29
57240	4	15
57241	1	53
57241	2	114
57241	3	53
57241	4	22
57242		4
57242	0	4
57242	1	64
57242	2	99
57242	3	30
57242	4	23
57243		3
57243	0	4
57243	1	76
57243	2	86
57243	3	31
57243	4	11
57244	1	44
57244	2	56
57244	3	19
57244	4	6
57245	1	21
57245	2	31
57245	3	21
57245	4	15
57246	0	3
57246	1	24
57246	2	66
57246	3	26
57246	4	22
57247	0	4
57247	1	48
57247	2	84
57247	3	24
57247	4	14
57248	1	32
57248	2	62
57248	3	30
57248	4	20
57249	1	14
57249	2	75
57249	3	44
57249	4	23
57250	0	3
57250	1	48
57250	2	50
57250	3	17
57250	4	6
57251	1	19
57251	2	45
57251	3	20
57251	4	5
57252	1	23
57252	2	51
57252	3	12
57252	4	9
57253		3
57253	0	4
57253	1	53
57253	2	71
57253	3	18
57253	4	8
57254	1	46
57254	2	90
57254	3	39
57254	4	19
57255		3
57255	0	4
57255	1	65
57255	2	90
57255	3	28
57255	4	7
57256		4
57256	1	16
57256	2	53
57256	3	26
57256	4	14
57257		5
57257	0	4
57257	1	44
57257	2	73
57257	3	31
57257	4	15
57258	1	22
57258	2	55
57258	3	20
57258	4	17
57259	1	17
57259	2	60
57259	3	33
57259	4	12
57260	1	15
57260	2	54
57260	3	28
57260	4	14
57261		3
57261	0	4
57261	1	74
57261	2	104
57261	3	24
57261	4	7
57262		3
57262	0	8
57262	1	52
57262	2	64
57262	3	27
57262	4	13
57263	1	32
57263	2	51
57263	3	27
57263	4	14
57264	1	24
57264	2	59
57264	3	24
57264	4	16
57265	0	10
57265	1	85
57265	2	78
57265	3	11
57265	4	8
57266	0	3
57266	1	54
57266	2	39
57266	3	4
57266	4	4
57267		3
57267	0	8
57267	1	72
57267	2	64
57267	3	19
57267	4	12
57268		11
57268	0	7
57268	1	104
57268	2	100
57268	3	26
57268	4	4
57269	0	6
57269	1	55
57269	2	76
57269	3	19
57269	4	6
57270	1	6
57270	2	52
57270	3	13
57270	4	23
57271	0	6
57271	1	26
57271	2	42
57271	3	26
57271	4	6
57272	0	5
57272	1	34
57272	2	70
57272	3	22
57272	4	14
57273	0	12
57273	1	38
57273	2	48
57273	3	19
57273	4	14
57274	0	4
57274	1	60
57274	2	73
57274	3	27
57274	4	19
57275		4
57275	1	26
57275	2	66
57275	3	20
57275	4	19
57276	0	4
57276	1	52
57276	2	73
57276	3	28
57276	4	9
57277	0	9
57277	1	60
57277	2	56
57277	3	27
57277	4	9
57278		6
57278	0	6
57278	1	31
57278	2	41
57278	3	14
57278	4	3
57279	0	3
57279	1	43
57279	2	59
57279	3	7
57279	4	3
57280	0	8
57280	1	46
57280	2	45
57280	3	15
57280	4	7
57281	0	7
57281	1	85
57281	2	126
57281	3	39
57281	4	16
57282		8
57282	0	10
57282	1	71
57282	2	67
57282	3	18
57282	4	16
57283		3
57283	0	4
57283	1	31
57283	2	66
57283	3	18
57283	4	3
57284	0	9
57284	1	42
57284	2	31
57284	3	10
57284	4	9
57285		3
57285	1	45
57285	2	46
57285	3	15
57285	4	3
57286		4
57286	0	10
57286	1	107
57286	2	95
57286	3	34
57286	4	22
57287		6
57287	0	6
57287	1	105
57287	2	137
57287	3	58
57287	4	32
57288		6
57288	0	10
57288	1	75
57288	2	66
57288	3	20
57288	4	8
57289	0	6
57289	1	68
57289	2	83
57289	3	26
57289	4	16
57290	0	9
57290	1	32
57290	2	39
57290	3	21
57290	4	5
57291	0	6
57291	1	66
57291	2	41
57291	3	21
57291	4	6
57292		3
57292	0	13
57292	1	61
57292	2	43
57292	3	20
57292	4	12
57293		4
57293	0	4
57293	1	46
57293	2	65
57293	3	24
57293	4	11
57294		3
57294	0	11
57294	1	72
57294	2	101
57294	3	28
57294	4	8
57295	0	3
57295	1	33
57295	2	56
57295	3	25
57295	4	12
57296		3
57296	0	5
57296	1	36
57296	2	69
57296	3	10
57296	4	4
57297		6
57297	0	3
57297	1	37
57297	2	49
57297	3	26
57297	4	14
57298		4
57298	0	7
57298	1	18
57298	2	28
57298	3	20
57298	4	13
57299	0	6
57299	1	38
57299	2	52
57299	3	10
57299	4	3
57300		3
57300	0	3
57300	1	36
57300	2	73
57300	3	14
57300	4	11
57301	0	4
57301	1	55
57301	2	59
57301	3	21
57301	4	12
57302	0	3
57302	1	40
57302	2	54
57302	3	18
57302	4	7
57303	1	16
57303	2	44
57303	3	22
57303	4	17
57304		3
57304	0	5
57304	1	46
57304	2	72
57304	3	31
57304	4	20
57305	0	8
57305	1	40
57305	2	39
57305	3	13
57305	4	3
57306		3
57306	0	8
57306	1	53
57306	2	60
57306	3	17
57306	4	11
57307		8
57307	0	14
57307	1	48
57307	2	37
57307	3	14
57308	0	13
57308	1	60
57308	2	82
57308	3	13
57308	4	12
57309		4
57309	0	14
57309	1	63
57309	2	62
57309	3	24
57309	4	15
57310		3
57310	0	19
57310	1	51
57310	2	42
57310	3	16
57310	4	4
57311	0	7
57311	1	39
57311	2	37
57311	3	14
57311	4	10
57312	0	3
57312	1	31
57312	2	24
57312	3	14
57312	4	10
57313	0	13
57313	1	57
57313	2	56
57313	3	25
57313	4	15
57314	0	10
57314	1	67
57314	2	38
57314	3	13
57314	4	4
57315		5
57315	0	10
57315	1	43
57315	2	48
57315	3	14
57315	4	12
57316	0	10
57316	1	35
57316	2	48
57316	3	25
57316	4	11
57317	0	4
57317	1	33
57317	2	42
57317	3	18
57317	4	7
57318	0	3
57318	1	27
57318	2	39
57318	3	7
57319	0	3
57319	1	34
57319	2	45
57319	3	22
57319	4	6
57320	0	3
57320	1	44
57320	2	61
57320	3	14
57320	4	6
57321	0	7
57321	1	59
57321	2	71
57321	3	32
57321	4	9
57322	0	6
57322	1	48
57322	2	74
57322	3	15
57322	4	8
57323		5
57323	0	3
57323	1	56
57323	2	51
57323	3	21
57323	4	17
57324	0	6
57324	1	74
57324	2	94
57324	3	29
57324	4	16
57325	0	3
57325	1	70
57325	2	68
57325	3	33
57325	4	22
57326		4
57326	0	7
57326	1	53
57326	2	59
57326	3	27
57326	4	11
57327	0	3
57327	1	46
57327	2	67
57327	3	25
57327	4	11
57328	1	58
57328	2	65
57328	3	10
57328	4	5
57329	0	3
57329	1	93
57329	2	67
57329	3	13
57329	4	4
57330	0	4
57330	1	56
57330	2	73
57330	3	17
57330	4	3
57331		3
57331	1	20
57331	2	36
57331	3	7
57331	4	4
57332		7
57332	0	3
57332	1	80
57332	2	106
57332	3	16
57332	4	10
57333		4
57333	1	52
57333	2	92
57333	3	24
57333	4	13
57334	0	4
57334	1	97
57334	2	100
57334	3	23
57334	4	8
57335	1	36
57335	2	49
57335	3	17
57335	4	7
57337		3
57337	0	16
57337	1	138
57337	2	48
57337	3	3
57338		6
57338	1	43
57338	2	113
57338	3	31
57338	4	3
57339	1	14
57339	2	41
57339	3	32
57339	4	38
57340		3
57340	0	3
57340	1	64
57340	2	75
57340	3	23
57340	4	9
57341	0	6
57341	1	25
57341	2	68
57341	3	18
57341	4	12
57342	1	74
57342	2	103
57342	3	35
57342	4	9
57343		3
57343	0	5
57343	1	30
57343	2	62
57343	3	26
57343	4	8
57344		4
57344	1	52
57344	2	88
57344	3	33
57344	4	15
57345		5
57345	0	3
57345	1	77
57345	2	97
57345	3	18
57345	4	6
57346		3
57346	0	5
57346	1	91
57346	2	108
57346	3	30
57346	4	12
57347		4
57347	0	4
57347	1	39
57347	2	64
57347	3	17
57347	4	10
57348	1	22
57348	2	35
57348	3	4
57348	4	3
57349	1	8
57349	2	41
57349	3	21
57349	4	19
57350	0	12
57350	1	68
57350	2	46
57350	3	10
57350	4	9
57351	0	5
57351	1	69
57351	2	101
57351	3	36
57351	4	13
57352	0	3
57352	1	35
57352	2	50
57352	3	29
57352	4	33
57353	0	5
57353	1	76
57353	2	103
57353	3	36
57353	4	8
57354	1	21
57354	2	49
57354	3	15
57354	4	20
57355		3
57355	1	38
57355	2	95
57355	3	22
57355	4	3
57356	1	33
57356	2	65
57356	3	16
57356	4	9
57357	0	5
57357	1	42
57357	2	72
57357	3	15
57357	4	4
57358	0	3
57358	1	75
57358	2	148
57358	3	39
57358	4	12
57359		4
57359	1	70
57359	2	115
57359	3	23
57359	4	14
57360	0	4
57360	1	60
57360	2	100
57360	3	25
57360	4	4
57361	0	3
57361	1	43
57361	2	64
57361	3	16
57361	4	5
57362		4
57362	0	3
57362	1	34
57362	2	55
57362	3	11
57362	4	9
57363	1	40
57363	2	49
57363	3	16
57363	4	9
57364	1	40
57364	2	72
57364	3	22
57364	4	6
57365	0	11
57365	1	183
57365	2	23
57365	3	3
57366	1	32
57366	2	34
57366	3	8
57366	4	4
57367		5
57367	1	43
57367	2	92
57367	3	37
57367	4	21
57368		6
57368	0	28
57368	1	167
57368	2	72
57368	3	10
57368	4	4
57370	1	40
57370	2	73
57370	3	44
57370	4	12
57371	1	41
57371	2	88
57371	3	29
57371	4	5
57372	0	3
57372	1	31
57372	2	62
57372	3	22
57372	4	12
57373	0	3
57373	1	32
57373	2	81
57373	3	34
57373	4	15
57374	1	33
57374	2	75
57374	3	46
57374	4	21
57375		3
57375	1	84
57375	2	84
57375	3	24
57375	4	7
57376		3
57376	1	36
57376	2	96
57376	3	29
57376	4	16
57377	1	39
57377	2	60
57377	3	23
57377	4	12
57378	1	37
57378	2	106
57378	3	20
57378	4	19
57379		3
57379	0	3
57379	1	55
57379	2	93
57379	3	14
57379	4	9
57380	1	33
57380	2	42
57380	3	36
57380	4	12
57381		5
57381	0	10
57381	1	72
57381	2	69
57381	3	18
57381	4	3
57382	1	16
57382	2	28
57382	3	12
57382	4	24
57383	0	5
57383	1	13
57383	2	40
57383	3	20
57383	4	26
57384	1	25
57384	2	60
57384	3	19
57384	4	14
57385		4
57385	0	3
57385	1	33
57385	2	68
57385	3	24
57385	4	16
57386	1	34
57386	2	75
57386	3	21
57386	4	15
57387	0	3
57387	1	33
57387	2	48
57387	3	13
57387	4	3
57388	1	79
57388	2	88
57388	3	34
57388	4	8
57389	1	22
57389	2	15
57390	1	10
57390	2	26
57390	3	17
57390	4	22
57391	1	38
57391	2	52
57391	3	14
57391	4	7
57392	1	38
57392	2	63
57392	3	29
57392	4	25
57393	1	21
57393	2	18
57393	3	10
57393	4	3
57394	0	5
57394	1	48
57394	2	70
57394	3	19
57394	4	14
57395	1	26
57395	2	74
57395	3	21
57395	4	10
57396		4
57396	0	5
57396	1	62
57396	2	105
57396	3	37
57396	4	16
57397	1	60
57397	2	62
57397	3	18
57397	4	12
57398		5
57398	1	13
57398	2	46
57398	3	14
57398	4	11
57399		4
57399	0	4
57399	1	85
57399	2	122
57399	3	26
57399	4	22
57400	0	4
57400	1	51
57400	2	60
57400	3	21
57400	4	3
57401		6
57401	1	65
57401	2	78
57401	3	25
57401	4	4
57402		4
57402	0	4
57402	1	60
57402	2	110
57402	3	31
57402	4	21
57403	0	3
57403	1	40
57403	2	92
57403	3	23
57403	4	13
57404	0	3
57404	1	61
57404	2	83
57404	3	27
57404	4	12
57405		7
57405	0	5
57405	1	46
57405	2	70
57405	3	19
57405	4	10
57406		3
57406	0	9
57406	1	62
57406	2	59
57406	3	9
57406	4	5
57407	1	36
57407	2	33
57407	3	12
57408	1	9
57408	2	20
57408	3	21
57408	4	20
57409	1	12
57409	2	41
57409	3	8
57410	1	14
57410	2	28
57410	3	30
57410	4	29
57411	1	27
57411	2	74
57411	3	13
57411	4	4
57412	0	5
57412	1	14
57412	2	40
57412	3	28
57412	4	35
57413		3
57413	1	33
57413	2	67
57413	3	21
57413	4	5
57415		4
57415	1	55
57415	2	52
57415	3	19
57415	4	5
57417	0	3
57417	1	54
57417	2	89
57417	3	28
57417	4	22
57418	0	4
57418	1	54
57418	2	54
57418	3	22
57418	4	6
57419		3
57419	0	10
57419	1	82
57419	2	70
57419	3	19
57419	4	10
57420		5
57420	0	31
57420	1	162
57420	2	52
57420	3	8
57420	4	3
57421	0	18
57421	1	65
57421	2	53
57421	3	18
57421	4	4
57422	0	5
57422	1	62
57422	2	44
57422	3	12
57423		5
57423	0	13
57423	1	85
57423	2	44
57423	3	15
57423	4	5
57424	0	16
57424	1	105
57424	2	82
57424	3	27
57424	4	16
57425		5
57425	0	11
57425	1	72
57425	2	44
57425	3	7
57425	4	5
57426		5
57426	0	19
57426	1	82
57426	2	45
57426	3	14
57426	4	8
57427	0	12
57427	1	84
57427	2	57
57427	3	23
57427	4	12
57428		4
57428	1	51
57428	2	44
57428	3	12
57428	4	7
57429		3
57429	1	48
57429	2	50
57429	3	21
57429	4	18
57430	0	8
57430	1	80
57430	2	110
57430	3	37
57430	4	14
57431	0	9
57431	1	72
57431	2	71
57431	3	24
57431	4	8
57432		6
57432	0	12
57432	1	58
57432	2	54
57432	3	15
57432	4	7
57433		10
57433	0	33
57433	1	126
57433	2	55
57433	3	14
57433	4	7
57434	0	15
57434	1	77
57434	2	87
57434	3	22
57434	4	9
57435		4
57435	0	9
57435	1	40
57435	2	30
57435	3	7
57435	4	3
57436	0	16
57436	1	116
57436	2	94
57436	3	22
57436	4	13
57437		7
57437	0	43
57437	1	72
57437	2	55
57437	3	17
57437	4	9
57438		5
57438	0	4
57438	1	85
57438	2	76
57438	3	27
57438	4	7
57439	1	30
57439	2	64
57439	3	21
57439	4	11
57440	0	10
57440	1	59
57440	2	34
57440	3	19
57440	4	5
57441	0	17
57441	1	35
57441	2	27
57441	3	5
57441	4	5
57442		4
57442	0	22
57442	1	68
57442	2	14
57442	3	5
57442	4	3
57443	1	21
57443	2	24
57443	3	12
57443	4	4
57444		3
57444	0	5
57444	1	81
57444	2	73
57444	3	14
57444	4	3
57446		3
57446	0	3
57446	1	44
57446	2	46
57446	3	16
57446	4	10
57447		5
57447	0	20
57447	1	106
57447	2	68
57447	3	16
57447	4	4
57448	0	4
57448	1	60
57448	2	64
57448	3	21
57448	4	7
57449		5
57449	0	12
57449	1	61
57449	2	51
57449	3	17
57449	4	7
57450	0	4
57450	1	62
57450	2	50
57450	3	25
57450	4	16
57451	0	4
57451	1	68
57451	2	47
57451	3	16
57451	4	12
57452	0	7
57452	1	61
57452	2	67
57452	3	32
57452	4	13
57453	0	8
57453	1	48
57453	2	43
57453	3	13
57453	4	5
57454		4
57454	0	7
57454	1	46
57454	2	57
57454	3	20
57454	4	10
57455	0	3
57455	1	17
57455	2	56
57455	3	22
57455	4	14
57456		3
57456	1	45
57456	2	102
57456	3	44
57456	4	35
57457		6
57457	1	15
57457	2	37
57457	3	18
57457	4	27
57458		4
57458	1	18
57458	2	43
57458	3	28
57458	4	15
57459	0	4
57459	1	11
57459	2	51
57459	3	17
57459	4	24
57460	1	27
57460	2	72
57460	3	36
57460	4	33
57461		4
57461	0	4
57461	1	44
57461	2	61
57461	3	42
57461	4	18
57462		6
57462	1	21
57462	2	43
57462	3	23
57462	4	19
57463	1	15
57463	2	39
57463	3	26
57463	4	17
57464	1	13
57464	2	19
57464	3	7
57464	4	11
57465	1	31
57465	2	49
57465	3	13
57465	4	8
57466	0	5
57466	1	69
57466	2	78
57466	3	22
57466	4	20
57467	1	43
57467	2	57
57467	3	25
57467	4	15
57468	1	27
57468	2	40
57468	3	16
57468	4	13
57469	0	4
57469	1	61
57469	2	76
57469	3	42
57469	4	17
57470	1	37
57470	2	70
57470	3	32
57470	4	23
57471	2	10
57471	4	7
57472		3
57472	1	35
57472	2	78
57472	3	50
57472	4	29
57473	0	7
57473	1	43
57473	2	47
57473	3	22
57473	4	9
57474	0	3
57474	1	31
57474	2	56
57474	3	29
57474	4	13
57475		3
57475	0	9
57475	1	39
57475	2	56
57475	3	25
57475	4	12
57476		5
57476	0	8
57476	1	159
57476	2	182
57476	3	60
57476	4	25
57477		8
57477	0	4
57477	1	41
57477	2	31
57477	3	5
57478		3
57478	0	5
57478	1	88
57478	2	60
57478	3	6
57478	4	4
57482		5
57482	1	19
57482	2	43
57482	3	21
57482	4	12
57483	1	30
57483	2	34
57483	3	4
57483	4	4
57484	0	3
57484	1	40
57484	2	34
57484	3	12
57485	1	31
57485	2	56
57485	3	20
57485	4	12
57486	1	35
57486	2	50
57486	3	18
57486	4	16
57487	1	29
57487	2	49
57487	3	22
57487	4	16
57488		4
57488	0	4
57488	1	56
57488	2	58
57488	3	25
57488	4	14
57489	1	32
57489	2	58
57489	3	22
57489	4	3
57490	0	6
57490	1	82
57490	2	65
57490	3	15
57490	4	5
57491		4
57491	0	9
57491	1	73
57491	2	57
57491	3	11
57492		4
57492	1	32
57492	2	55
57492	3	23
57492	4	13
57493		5
57493	1	39
57493	2	79
57493	3	35
57493	4	17
57494		3
57494	1	20
57494	2	40
57494	3	20
57494	4	14
57495	0	10
57495	1	78
57495	2	30
57495	3	10
57495	4	4
57496	0	5
57496	1	54
57496	2	79
57496	3	36
57496	4	9
57497	1	58
57497	2	68
57497	3	13
57497	4	3
57498	1	5
57498	2	28
57498	3	13
57498	4	15
57499		6
57499	1	9
57499	2	16
57499	3	16
57499	4	24
57500	1	20
57500	2	35
57500	3	16
57500	4	16
57501	0	4
57501	1	32
57501	2	32
57501	3	16
57501	4	9
57502	1	16
57502	2	25
57502	3	22
57502	4	17
57503	1	32
57503	2	49
57503	3	34
57503	4	22
57504	1	31
57504	2	43
57504	3	15
57504	4	7
57505	0	7
57505	1	17
57505	2	31
57505	3	13
57505	4	11
57506	0	3
57506	1	39
57506	2	44
57506	3	12
57506	4	13
57507	1	5
57507	2	29
57507	3	20
57507	4	24
57508		3
57508	1	17
57508	2	37
57508	3	15
57508	4	18
57509		3
57509	0	11
57509	1	50
57509	2	57
57509	3	21
57509	4	20
57510		6
57510	1	33
57510	2	30
57510	3	18
57510	4	3
57511		10
57511	0	6
57511	1	52
57511	2	34
57511	3	24
57511	4	5
57512		8
57512	0	18
57512	1	26
57512	2	43
57512	3	12
57512	4	7
57513	0	11
57513	1	59
57513	2	41
57513	3	13
57513	4	8
57514	0	4
57514	1	38
57514	2	42
57514	3	14
57514	4	3
57515	0	8
57515	1	40
57515	2	29
57515	3	15
57515	4	9
57516		5
57516	0	3
57516	1	33
57516	2	45
57516	3	26
57516	4	25
57517	0	6
57517	1	21
57517	2	40
57517	3	33
57517	4	39
57518	1	37
57518	2	59
57518	3	33
57518	4	37
57519	0	12
57519	1	14
57519	2	28
57519	3	4
57519	4	3
57520		4
57520	0	6
57520	1	39
57520	2	31
57520	3	7
57521	0	10
57521	1	39
57521	2	49
57521	3	9
57521	4	10
57522		4
57522	0	14
57522	1	32
57522	2	24
57522	3	16
57523	0	4
57523	1	49
57523	2	32
57523	3	16
57523	4	12
57524	1	37
57524	2	60
57524	3	40
57524	4	22
57525	0	3
57525	1	37
57525	2	45
57525	3	36
57525	4	23
57526		9
57526	0	6
57526	1	41
57526	2	23
57526	3	20
57526	4	3
57527		3
57527	0	3
57527	1	14
57527	2	22
57527	3	29
57527	4	23
57528	1	28
57528	2	31
57528	3	9
57528	4	12
57529	1	11
57529	2	25
57529	3	29
57529	4	24
57530		8
57530	0	12
57530	1	64
57530	2	65
57530	3	26
57530	4	16
57531	1	13
57531	2	27
57531	3	7
57531	4	24
57532	1	11
57532	2	27
57532	3	21
57532	4	29
57533		3
57533	1	10
57533	2	23
57533	3	13
57533	4	16
57534	1	14
57534	2	35
57534	3	21
57534	4	23
57535	1	13
57535	2	22
57535	3	10
57535	4	10
57536		12
57536	0	16
57536	1	57
57536	2	59
57536	3	11
57536	4	17
57537	1	23
57537	2	48
57537	3	8
57537	4	12
57538	1	54
57538	2	96
57538	3	30
57538	4	18
57539	0	6
57539	1	39
57539	2	59
57539	3	15
57539	4	22
57540	0	7
57540	1	13
57540	2	40
57540	3	28
57540	4	20
57541	1	27
57541	2	50
57541	3	38
57541	4	24
57542		3
57542	1	26
57542	2	57
57542	3	31
57542	4	24
57543		8
57543	1	15
57543	2	34
57543	3	19
57543	4	21
57544	1	7
57544	2	10
57544	3	8
57544	4	4
57545	1	11
57545	2	36
57545	3	24
57545	4	20
57547	1	5
57547	2	17
57547	3	5
57547	4	5
57548	0	4
57548	1	47
57548	2	26
57548	3	10
57548	4	9
57549	0	4
57549	1	48
57549	2	44
57549	3	16
57550	1	5
57551		4
57551	0	3
57551	1	67
57551	2	62
57551	3	29
57551	4	18
57552	0	5
57552	1	34
57552	2	60
57552	3	39
57552	4	26
57553	1	14
57553	2	36
57553	3	23
57553	4	14
57554	1	24
57554	2	34
57554	3	17
57554	4	27
57555	1	35
57555	2	107
57555	3	59
57555	4	50
57556	1	38
57556	2	78
57556	3	45
57556	4	38
57557	1	30
57557	2	31
57557	3	14
57557	4	6
57558		3
57558	0	15
57558	1	105
57558	2	80
57558	3	31
57558	4	16
57559		3
57559	0	8
57559	1	50
57559	2	114
57559	3	36
57559	4	22
57560		7
57560	1	18
57560	2	54
57560	3	30
57560	4	37
57561		10
57561	0	16
57561	1	95
57561	2	68
57561	3	18
57561	4	12
57562		5
57562	0	6
